,source,task,category,ability,answer
1359,ToMBench,Knowledge-Attention Links,Knowledge,Knowledge: Knowledge-attention links,C
1360,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1361,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,A
1362,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,B
1363,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1364,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,C
1365,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1366,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B
1367,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,A
1368,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1369,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1370,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1371,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1372,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,C
1373,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,B
1374,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1375,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1376,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,C
1377,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1378,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,C
1379,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1380,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1381,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A
1382,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A
1383,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1384,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1385,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A
1386,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1387,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1388,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1389,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1390,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B
1391,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C
1392,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,C
1393,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A
1394,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,D
1395,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1396,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1397,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1398,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C
1399,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1400,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B
1401,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,B
1402,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C
1403,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1404,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1405,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1406,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1407,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D
1408,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1409,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,A
1410,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1411,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B
1412,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1413,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1414,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1415,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B
1416,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1417,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1418,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,C
1419,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1420,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1421,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1422,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1423,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1424,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B
1425,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1426,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,A
1427,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,B
1428,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,B
1429,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1430,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,D
1431,ToMBench,Multiple Desires,Desire,Desire: Multiple desires,C
1432,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,D
1433,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,D
1434,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1435,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1436,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1437,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,A
1438,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1439,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,A
1440,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C
1441,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1442,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1443,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1444,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D
1445,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,C
1446,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1447,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1448,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,A
1449,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1450,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C
1451,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1452,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1453,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1454,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,C
1455,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1456,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1457,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,B
1458,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1459,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A
1460,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1461,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1462,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D
1463,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1464,ToMBench,Strange Story Task,Belief,Belief: Beliefs based action/emotions,D
1465,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1466,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1467,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A
1468,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A
1469,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,C
1470,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,B
1471,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1472,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1473,ToMBench,Strange Story Task,Desire,Desire: Desire-action contradiction,C
1474,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1475,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1476,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C
1477,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1478,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1479,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1480,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1481,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B
1482,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B
1483,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,B
1484,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1485,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1486,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1487,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B
1488,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1489,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Humor,A
1490,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A
1491,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1492,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1493,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,A
1494,ToMBench,Percepts-Knowledge Links,Knowledge,Knowledge: Percepts-knowledge links,B
1495,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1496,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1497,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1498,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,D
1499,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Involuntary lies,D
1500,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,D
1501,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1502,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,A
1503,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,C
1504,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,A
1505,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,D
1506,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1507,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,D
1508,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1509,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1510,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A
1511,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B
1512,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1513,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1514,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1515,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1516,ToMBench,Prediction of Actions,Intention,Intention: Prediction of actions,A
1517,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1518,ToMBench,Moral Emotions,Emotion,Emotion: Moral emotions,D
1519,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1520,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,C
1521,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1522,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1523,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A
1524,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A
1525,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1526,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1527,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,C
1528,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1529,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1530,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1531,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: Egocentric lies,B
1532,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B
1533,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,B
1534,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1535,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1536,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1537,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1538,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,B
1539,ToMBench,Discrepant Desires,Desire,Desire: Discrepant desires,B
1540,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1541,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1542,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,C
1543,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A
1544,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1545,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1546,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1547,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C
1548,ToMBench,False Belief Task,Belief,Belief: Content false beliefs Belief: Second-order beliefs,D
1549,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1550,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1551,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,D
1552,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A
1553,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1554,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1555,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B
1556,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,B
1557,ToMBench,Hinting Task Test,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1558,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1559,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on emotions (beliefs),C
1560,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,B
1561,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1562,ToMBench,Persuasion Story Task,Desire,Desire: Desires influence on actions,A
1563,ToMBench,Emotion Regulation,Emotion,Emotion: Emotion regulation,A
1564,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,C
1565,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,C
1566,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,B
1567,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,B
1568,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,D
1569,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1570,ToMBench,Strange Story Task,Non-Literal communication,Non-Literal communication: White lies,B
1571,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1572,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,A
1573,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1574,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1575,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1576,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,B
1577,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1578,ToMBench,Strange Story Task,Intention,Intention: Intentions explanations,B
1579,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,D
1580,ToMBench,Discrepant Intentions,Intention,Intention: Discrepant intentions,D
1581,ToMBench,Knowledge-Pretend Play Links,Knowledge,Knowledge: Knowledge-pretend play links,B
1582,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1583,ToMBench,Strange Story Task,Belief,Belief: Identity false beliefs,B
1584,ToMBench,False Belief Task,Belief,Belief: Location false beliefs Belief: Second-order beliefs,C
1585,ToMBench,False Belief Task,Belief,Belief: Location false beliefs,B
1586,ToMBench,Strange Story Task,Non-Literal Communication,Non-Literal Communication: Irony/Sarcasm,B
1587,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,D
1588,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,A
1589,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,B
1590,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,A
1591,ToMBench,Scalar Implicature Test,Knowledge,Knowledge: Information-knowledge links,C
1592,ToMBench,Strange Story Task,Emotion,Emotion: Mixed emotions,A
1593,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1594,ToMBench,Ambiguous Story Task,Intention,Intention: Intentions explanations,A
1595,ToMBench,Ambiguous Story Task,Belief,Belief: Beliefs based action/emotions,A
1596,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Atypical emotional reactions,B
1597,ToMBench,Hinting Task Test,Intention,Intention: Intentions explanations,C
1598,ToMBench,Hidden Emotions,Emotion,Emotion: Hidden emotions,C
1599,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,D
1600,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
1601,ToMBench,Unexpected Outcome Test,Emotion,Emotion: Typical emotional reactions,A
1602,ToMBench,Unexpected Outcome Test,Belief,Belief: Sequence false beliefs,A
1603,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,C
1604,ToMBench,Discrepant Emotions,Emotion,Emotion: Discrepant emotions,A
1605,ToMBench,False Belief Task,Belief,Belief: Content false beliefs,B
1606,ToMBench,Faux-pas Recognition Test,Non-Literal Communication,Non-Literal Communication: Faux pas,B
